,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov
SP_126天信号_kurtosis_峰度,0.00059389,0.000467561,0.000248706,0.004078607,0.003897445,0.003016764,0.149660271,0.117825318,0.062673899,0.064745882,0.061870021,0.04788964,0.145610974,0.119965973,0.082441308,2.311502548,1.904400788,1.308715189,0.005765488,0.004921021,0.003923706,0.465681011,0.464850136,0.467332018,1.394539588,1.425919623,1.258320761,0.07036017,0.029791372,0.085097118,2.127059537,3.955014816,0.736498493,25.95795562,23.9432663,15.97313843,0.35636336,0.202614088,0.158903912
SP_126天信号_last_loc_of_max_最大值最近位置,0.000821697,0.000574527,0.000216818,0.004178713,0.00296171,0.002962595,0.207067592,0.144780806,0.054638198,0.066335015,0.047015688,0.04702973,0.196638716,0.193984901,0.073185259,3.121542843,3.079414843,1.161779963,0.005868547,0.004413052,0.004435703,0.467812091,0.470645025,0.461732246,1.316701227,1.364855919,1.282862606,0.093869458,0.041301882,0.065775295,2.205910179,3.505428767,0.830679636,35.28430251,32.80740825,12.31782067,0.455076606,0.229307207,0.230924038
SP_126天信号_last_loc_of_min_最小值最近位置,0.000690483,0.000430168,0.000231025,0.004435288,0.003536564,0.00298995,0.174001807,0.108402361,0.058218392,0.070408007,0.056141213,0.047463991,0.155679503,0.121634473,0.07726729,2.471335487,1.930887394,1.22658021,0.007470204,0.005440091,0.004129621,0.468786053,0.470926364,0.461210091,1.294349287,1.334048516,1.29597075,0.103291675,0.077889278,0.0577704,1.684567587,1.391749474,1.007754696,23.29277965,19.92657016,14.09775548,0.45543038,0.232321088,0.228263932
SP_126天信号_longest_above_mean_均值上的最长连续自列长度,0.000650008,0.00036164,0.000121336,0.004249899,0.0040549,0.002606187,0.163801922,0.091133401,0.030576641,0.067465048,0.064369544,0.041371942,0.152946623,0.089186038,0.046556851,2.427952365,1.415784469,0.739067103,0.006514136,0.005982309,0.004077892,0.472563426,0.48167725,0.453962951,1.301072838,1.272819431,1.283019476,0.097263709,0.080853914,0.057857769,1.684101131,1.12713654,0.528479434,25.14560991,15.23381634,7.49814838,0.404263933,0.207083372,0.2023352
SP_126天信号_longest_below_mean_均值下的最长连续自列长度,0.000734094,0.000380294,0.000404404,0.004920615,0.004294139,0.002653868,0.18499168,0.095834175,0.101909887,0.078112348,0.068167344,0.042128852,0.14918743,0.088561255,0.152382969,2.368277039,1.405866347,2.419004639,0.006327115,0.00517821,0.003845215,0.469084842,0.460201288,0.472081254,1.328604029,1.373808437,1.306551075,0.092162967,0.077694409,0.044056754,2.007223582,1.233475825,2.313150164,29.23792167,18.50720197,26.50304096,0.434907539,0.228267423,0.211794755
SP_126天信号_max_时间序列的最大值,0.000464281,0.000375836,0.000182502,0.003054848,0.004583417,0.00291559,0.116998733,0.094710678,0.045990484,0.048494208,0.072759494,0.046283558,0.151981602,0.081999085,0.062595192,2.412633129,1.301695126,0.993667862,0.003231619,0.007676268,0.005274252,0.466308766,0.46037389,0.472381093,1.360194027,1.355176704,1.279272176,0.035737555,0.059499299,0.051653955,3.273831459,1.591794858,0.890357463,36.20437559,12.33811501,8.719811877,0.295142744,0.163038476,0.137258908
SP_126天信号_mean_时间序列的均值,0.000615144,0.000474048,0.000120139,0.005211193,0.005556417,0.002756243,0.155016272,0.119460022,0.030274931,0.082725129,0.08820539,0.043754003,0.118042816,0.085315353,0.043587815,1.873871618,1.354339245,0.691935105,0.006461238,0.008576133,0.003507339,0.472855144,0.468557839,0.463707665,1.286996631,1.325584774,1.264785069,0.137191658,0.120973788,0.051413361,1.129924908,0.98748682,0.588853365,23.99172883,13.92935786,8.631880143,0.455390814,0.228298789,0.232246664
SP_126天信号_mean_abs_change_时间序列连续两点值的变化的绝对值的平均值,0.000381228,0.000313318,0.000257464,0.003138338,0.005131636,0.002954075,0.096069392,0.078956185,0.064880951,0.049819567,0.081462194,0.046894494,0.121474416,0.061056201,0.087155557,1.928346572,0.969237142,1.383551572,0.00438106,0.006418301,0.005128117,0.465215605,0.460679334,0.470756392,1.382102414,1.308651009,1.334639568,0.067265262,0.127820974,0.036234919,1.428217008,0.617709143,1.790564261,21.92834413,12.30172718,12.65200232,0.294431253,0.163006062,0.136579831
SP_126天信号_mean_change_时间序列连续两点值的变化的平均值,0.001035327,0.000207625,0.000830956,0.006070606,0.004107074,0.004686645,0.260902522,0.052321519,0.209400888,0.096367885,0.065197772,0.074398188,0.170547626,0.050553045,0.17730292,2.707359627,0.802504711,2.814596597,0.009321988,0.005465517,0.008039469,0.466561141,0.467736566,0.463629146,1.349923411,1.28179315,1.518818608,0.144537974,0.101332766,0.089390697,1.805079418,0.516333672,2.342535575,27.98786284,9.573023783,26.04660778,1.48508143,0.745261125,0.744974944
SP_126天信号_mean_sec_deri_cent_二阶导数的中心的均值,0.000699744,0.00054883,0.000129358,0.005949581,0.003953449,0.004499614,0.176335476,0.138305061,0.032598104,0.094446668,0.062759062,0.071429161,0.117612311,0.13882298,0.028748588,1.867037552,2.203746483,0.456369692,0.008199763,0.004862978,0.006142974,0.466444344,0.47597183,0.45646863,1.291693351,1.322353847,1.306736643,0.15979572,0.075658777,0.106439786,1.103505624,1.828010787,0.30625864,21.50494725,28.44040483,5.306567021,1.477523406,0.736231688,0.746446357
SP_126天信号_median_中位数,0.000386543,0.000365911,6.66E-05,0.004513115,0.004845671,0.00339337,0.097408879,0.092209452,0.016790928,0.071643478,0.076922639,0.053868071,0.085648865,0.075512873,0.019635547,1.359633588,1.198729704,0.31170465,0.006888926,0.007972123,0.004333967,0.468266391,0.478422734,0.454318505,1.27706536,1.283051397,1.27243939,0.102375807,0.096698956,0.089224187,0.951483377,0.953572365,0.188188079,14.13992152,11.5664857,3.874262809,0.44913958,0.217470439,0.23682378
SP_126天信号_min_最小值,0.000620563,0.000247299,0.000441896,0.003692053,0.00255997,0.004718226,0.156381946,0.062319458,0.111357735,0.058609527,0.040638269,0.074899518,0.168080807,0.096602463,0.093657184,2.668200091,1.53351656,1.486761706,0.00393524,0.004611223,0.005602905,0.467948391,0.466368866,0.466261416,1.385957045,1.31473611,1.316259019,0.066839857,0.050533109,0.08124157,2.339651109,1.233240125,1.370698956,39.73886181,13.51473446,19.87500062,0.295167139,0.145718281,0.154603497
SP_126天信号_root_mean_sq_离散序列的均方根,0.000510367,0.000370326,0.000223376,0.003271904,0.005163385,0.002874967,0.128612499,0.093322214,0.056290804,0.05193987,0.081966191,0.045638684,0.155984716,0.071721607,0.077696967,2.476180609,1.138545207,1.233401112,0.004192196,0.006777009,0.004967202,0.466511706,0.459575773,0.471779268,1.426209344,1.328739575,1.309028842,0.071327411,0.119132507,0.041966865,1.803128666,0.783348026,1.341315427,30.67902761,13.77041409,11.33249794,0.288162292,0.159863913,0.133453018
SP_126天信号_skewness_偏度,0.00064959,0.000413566,0.00031516,0.003407829,0.003477695,0.003191765,0.163696641,0.104218571,0.079420415,0.054097609,0.055206701,0.050667705,0.19061691,0.118919493,0.09874171,3.025949635,1.88778843,1.567476049,0.004787297,0.004503672,0.00400391,0.467703321,0.454144042,0.476173858,1.356053774,1.440280271,1.264731662,0.047551064,0.03194903,0.056704082,3.442544204,3.262026187,1.400611937,34.19396232,23.14080154,19.83571483,0.375411698,0.202910274,0.177656063
SP_126天信号_std_x的标准偏差,0.000500332,0.000371095,0.000221843,0.003255874,0.005136024,0.002874429,0.126083701,0.093515941,0.055904515,0.051685399,0.08153185,0.045630149,0.153670605,0.072253366,0.077178214,2.43944523,1.146986626,1.225166173,0.004214435,0.006724162,0.00496777,0.466168066,0.459602918,0.471809928,1.421825205,1.328107564,1.307711517,0.071474982,0.118406231,0.04203769,1.764025635,0.789789021,1.329866491,29.91710347,13.9074488,11.25344223,0.288195368,0.159790095,0.133559912
SP_126天信号_sum_val_时间序列值的总和,0.000615144,0.000474048,0.000120139,0.005211193,0.005556417,0.002756243,0.155016272,0.119460022,0.030274931,0.082725129,0.08820539,0.043754003,0.118042816,0.085315353,0.043587815,1.873871618,1.354339245,0.691935105,0.006461238,0.008576133,0.003507339,0.472855144,0.468557839,0.463707665,1.286996631,1.325584774,1.264785069,0.137191658,0.120973788,0.051413361,1.129924908,0.98748682,0.588853365,23.99172883,13.92935786,8.631880143,0.455390814,0.228298789,0.232246664
SP_126天信号_var_方差,0.00051772,0.000362827,0.000235171,0.003499276,0.005659163,0.00255697,0.130465445,0.091432489,0.059263039,0.055549283,0.08983643,0.040590644,0.147950615,0.064113249,0.091972439,2.348643204,1.017766277,1.460017209,0.004333543,0.007623103,0.004468742,0.467999112,0.461556722,0.469508989,1.411965546,1.327183156,1.299204138,0.074740572,0.122079298,0.033687907,1.745577285,0.748959821,1.759178396,30.10595206,11.99412934,13.26168194,0.293809679,0.16565644,0.133307878
SP_126天信号_var_coeff_变异系数,0.000959196,0.000637099,0.000383025,0.006427236,0.005439663,0.005111596,0.241717368,0.160548879,0.096522375,0.102029203,0.086351976,0.081144072,0.149239262,0.117120988,0.074932623,2.369099843,1.859238048,1.18951851,0.008010292,0.00882975,0.007374641,0.466382786,0.476360111,0.460913121,1.415020468,4.391399747,2.369838423,0.087088597,0.107957695,0.048938897,2.775534063,1.487146227,1.972303868,30.17585131,18.18272053,13.08841656,1.435834948,0.701075923,0.739913664
SP_126天信号_benford_corr_适合用于异常检测,0.000511257,0.00032987,0.000164968,0.004757206,0.002570659,0.004125674,0.128836866,0.083127192,0.041571865,0.075518304,0.04080795,0.065493044,0.1074701,0.128321098,0.03998564,1.706034952,2.037034272,0.634752364,0.007830763,0.003789676,0.006230647,0.470521497,0.467450671,0.463815406,1.29862292,1.274536238,1.326203341,0.163236965,0.046174039,0.13887728,0.789262814,1.800301522,0.299342445,16.45265845,21.93517282,6.672158285,0.479345594,0.229000845,0.255499389
SP_126天信号_agg_autocorr_各阶自相关系数的聚合统计特征,0.000778067,0.000399284,0.000319998,0.004051671,0.003590584,0.002768509,0.19607283,0.100619578,0.080639462,0.064318289,0.056998758,0.043948725,0.192036005,0.111203084,0.115584891,3.048477077,1.765294235,1.834853258,0.006041246,0.005114082,0.004431484,0.469651873,0.466095407,0.466348743,1.342417251,1.32663509,1.301051944,0.065122067,0.053818245,0.053229603,3.010850866,1.869618343,1.514936368,32.45569224,19.67500215,18.19694322,0.426780058,0.216773055,0.215161642
SP_126天信号_ar_coeff_自回归系数，衡量时序数据的的周期性、不可预测性和波动性,0.000721747,0.000197792,0.000530073,0.004178108,0.002990584,0.003094118,0.181880279,0.049843483,0.133578284,0.066325412,0.047474045,0.049117602,0.17274496,0.066138125,0.1713162,2.742241227,1.049910181,2.719560357,0.00745382,0.004115598,0.005085787,0.470114137,0.470234579,0.462006844,1.325537283,1.237054435,1.402450697,0.06915695,0.055961711,0.049853853,2.629963849,0.890671184,2.679397383,24.40094816,12.11087127,26.26501951,0.441024303,0.221023444,0.225155498
SP_126天信号_adf_test_扩展dickey_fuller检验（ADF检验），测试自回归模型是否存在单位根，衡量时序数据的平稳性,0.000631622,0.00039689,0.000198291,0.004074869,0.003249528,0.002519074,0.159168624,0.100016322,0.049969389,0.06468654,0.051584664,0.039989064,0.15500413,0.122137775,0.078715911,2.460614283,1.938877065,1.249576353,0.006594788,0.004585922,0.00365478,0.467260147,0.463537007,0.46799148,1.289847013,1.352340643,1.233269841,0.097676585,0.046623605,0.072804811,1.629547384,2.14518637,0.686347342,24.1355178,21.80942361,13.67233937,0.577942568,0.327720954,0.255376253
